ƒ‰ƒCƒuƒ‰ƒŠ–¼,Í,ß,“à—e
Pandas,DataFrame,pandas.DataFrame.plot.barh,"pandas.DataFrame.plot.barh#DataFrame.plot.barh(x=None,y=None,**kwargs)[source]#Make a horizontal bar plot.A horizontal bar plot is a plot that presents quantitative data with
rectangular bars with lengths proportional to the values that they
represent. A bar plot shows comparisons among discrete categories. One
axis of the plot shows the specific categories being compared, and the
other axis represents a measured value.Parameters:xlabel or position, optionalAllows plotting of one column versus another. If not specified,
the index of the DataFrame is used.ylabel or position, optionalAllows plotting of one column versus another. If not specified,
all numerical columns are used.colorstr, array-like, or dict, optionalThe color for each of the DataFramefs columns. Possible values are:A single color string referred to by name, RGB or RGBA code,for instance eredf or e#a98d19f.A sequence of color strings referred to by name, RGB or RGBAcode, which will be used for each column recursively. For
instance [egreenf,fyellowf] each columnfs bar will be filled in
green or yellow, alternatively. If there is only a single column to
be plotted, then only the first color from the color list will be
used.A dict of the form {column namecolor}, so that each column will becolored accordingly. For example, if your columns are calledaandb, then passing {eaf: egreenf, ebf: eredf} will color bars for
columnain green and bars for columnbin red.**kwargsAdditional keyword arguments are documented inDataFrame.plot().Returns:matplotlib.axes.Axes or np.ndarray of themAn ndarray is returned with onematplotlib.axes.Axesper column whensubplots=True.See alsoDataFrame.plot.barVertical bar plot.DataFrame.plotMake plots of DataFrame using matplotlib.matplotlib.axes.Axes.barPlot a vertical bar plot using matplotlib.ExamplesBasic example>>>df=pd.DataFrame({'lab':['A','B','C'],'val':[10,30,20]})>>>ax=df.plot.barh(x='lab',y='val')Plot a whole DataFrame to a horizontal bar plot>>>speed=[0.1,17.5,40,48,52,69,88]>>>lifespan=[2,8,70,1.5,25,12,28]>>>index=['snail','pig','elephant',...'rabbit','giraffe','coyote','horse']>>>df=pd.DataFrame({'speed':speed,...'lifespan':lifespan},index=index)>>>ax=df.plot.barh()Plot stacked barh charts for the DataFrame>>>ax=df.plot.barh(stacked=True)We can specify colors for each column>>>ax=df.plot.barh(color={""speed"":""red"",""lifespan"":""green""})Plot a column of the DataFrame to a horizontal bar plot>>>speed=[0.1,17.5,40,48,52,69,88]>>>lifespan=[2,8,70,1.5,25,12,28]>>>index=['snail','pig','elephant',...'rabbit','giraffe','coyote','horse']>>>df=pd.DataFrame({'speed':speed,...'lifespan':lifespan},index=index)>>>ax=df.plot.barh(y='speed')Plot DataFrame versus the desired column>>>speed=[0.1,17.5,40,48,52,69,88]>>>lifespan=[2,8,70,1.5,25,12,28]>>>index=['snail','pig','elephant',...'rabbit','giraffe','coyote','horse']>>>df=pd.DataFrame({'speed':speed,...'lifespan':lifespan},index=index)>>>ax=df.plot.barh(x='lifespan')"
Pandas,DataFrame,pandas.DataFrame.plot.box,"pandas.DataFrame.plot.box#DataFrame.plot.box(by=None,**kwargs)[source]#Make a box plot of the DataFrame columns.A box plot is a method for graphically depicting groups of numerical
data through their quartiles.
The box extends from the Q1 to Q3 quartile values of the data,
with a line at the median (Q2). The whiskers extend from the edges
of box to show the range of the data. The position of the whiskers
is set by default to 1.5*IQR (IQR = Q3 - Q1) from the edges of the
box. Outlier points are those past the end of the whiskers.For further details see Wikipediafs
entry forboxplot.A consideration when using this chart is that the box and the whiskers
can overlap, which is very common when plotting small sets of data.Parameters:bystr or sequenceColumn in the DataFrame to group by.Changed in version 1.4.0:Previously,byis silently ignore and makes no groupings**kwargsAdditional keywords are documented inDataFrame.plot().Returns:matplotlib.axes.Axesor numpy.ndarray of themSee alsoDataFrame.boxplotAnother method to draw a box plot.Series.plot.boxDraw a box plot from a Series object.matplotlib.pyplot.boxplotDraw a box plot in matplotlib.ExamplesDraw a box plot from a DataFrame with four columns of randomly
generated data.>>>data=np.random.randn(25,4)>>>df=pd.DataFrame(data,columns=list('ABCD'))>>>ax=df.plot.box()You can also generate groupings if you specify thebyparameter (which
can take a column name, or a list or tuple of column names):Changed in version 1.4.0.>>>age_list=[8,10,12,14,72,74,76,78,20,25,30,35,60,85]>>>df=pd.DataFrame({""gender"":list(""MMMMMMMMFFFFFF""),""age"":age_list})>>>ax=df.plot.box(column=""age"",by=""gender"",figsize=(10,8))"
Pandas,DataFrame,pandas.DataFrame.plot.density,"pandas.DataFrame.plot.density#DataFrame.plot.density(bw_method=None,ind=None,**kwargs)[source]#Generate Kernel Density Estimate plot using Gaussian kernels.In statistics,kernel density estimation(KDE) is a non-parametric
way to estimate the probability density function (PDF) of a random
variable. This function uses Gaussian kernels and includes automatic
bandwidth determination.Parameters:bw_methodstr, scalar or callable, optionalThe method used to calculate the estimator bandwidth. This can be
escottf, esilvermanf, a scalar constant or a callable.
If None (default), escottf is used.
Seescipy.stats.gaussian_kdefor more information.indNumPy array or int, optionalEvaluation points for the estimated PDF. If None (default),
1000 equally spaced points are used. Ifindis a NumPy array, the
KDE is evaluated at the points passed. Ifindis an integer,indnumber of equally spaced points are used.**kwargsAdditional keyword arguments are documented inDataFrame.plot().Returns:matplotlib.axes.Axes or numpy.ndarray of themSee alsoscipy.stats.gaussian_kdeRepresentation of a kernel-density estimate using Gaussian kernels. This is the function used internally to estimate the PDF.ExamplesGiven a Series of points randomly sampled from an unknown
distribution, estimate its PDF using KDE with automatic
bandwidth determination and plot the results, evaluating them at
1000 equally spaced points (default):>>>s=pd.Series([1,2,2.5,3,3.5,4,5])>>>ax=s.plot.kde()A scalar bandwidth can be specified. Using a small bandwidth value can
lead to over-fitting, while using a large bandwidth value may result
in under-fitting:>>>ax=s.plot.kde(bw_method=0.3)>>>ax=s.plot.kde(bw_method=3)Finally, theindparameter determines the evaluation points for the
plot of the estimated PDF:>>>ax=s.plot.kde(ind=[1,2,3,4,5])For DataFrame, it works in the same way:>>>df=pd.DataFrame({...'x':[1,2,2.5,3,3.5,4,5],...'y':[4,4,4.5,5,5.5,6,6],...})>>>ax=df.plot.kde()A scalar bandwidth can be specified. Using a small bandwidth value can
lead to over-fitting, while using a large bandwidth value may result
in under-fitting:>>>ax=df.plot.kde(bw_method=0.3)>>>ax=df.plot.kde(bw_method=3)Finally, theindparameter determines the evaluation points for the
plot of the estimated PDF:>>>ax=df.plot.kde(ind=[1,2,3,4,5,6])"
Pandas,DataFrame,pandas.DataFrame.plot.hexbin,"pandas.DataFrame.plot.hexbin#DataFrame.plot.hexbin(x,y,C=None,reduce_C_function=None,gridsize=None,**kwargs)[source]#Generate a hexagonal binning plot.Generate a hexagonal binning plot ofxversusy. IfCisNone(the default), this is a histogram of the number of occurrences
of the observations at(x[i],y[i]).IfCis specified, specifies values at given coordinates(x[i],y[i]). These values are accumulated for each hexagonal
bin and then reduced according toreduce_C_function,
having as default the NumPyfs mean function (numpy.mean()).
(IfCis specified, it must also be a 1-D sequence
of the same length asxandy, or a column label.)Parameters:xint or strThe column label or position for x points.yint or strThe column label or position for y points.Cint or str, optionalThe column label or position for the value of(x, y)point.reduce_C_functioncallable, defaultnp.meanFunction of one argument that reduces all the values in a bin to
a single number (e.g.np.mean,np.max,np.sum,np.std).gridsizeint or tuple of (int, int), default 100The number of hexagons in the x-direction.
The corresponding number of hexagons in the y-direction is
chosen in a way that the hexagons are approximately regular.
Alternatively, gridsize can be a tuple with two elements
specifying the number of hexagons in the x-direction and the
y-direction.**kwargsAdditional keyword arguments are documented inDataFrame.plot().Returns:matplotlib.AxesSubplotThe matplotlibAxeson which the hexbin is plotted.See alsoDataFrame.plotMake plots of a DataFrame.matplotlib.pyplot.hexbinHexagonal binning plot using matplotlib, the matplotlib function that is used under the hood.ExamplesThe following examples are generated with random data from
a normal distribution.>>>n=10000>>>df=pd.DataFrame({'x':np.random.randn(n),...'y':np.random.randn(n)})>>>ax=df.plot.hexbin(x='x',y='y',gridsize=20)The next example usesCandnp.sumasreduce_C_function.
Note thateobservationsfvalues ranges from 1 to 5 but the result
plot shows values up to more than 25. This is because of thereduce_C_function.>>>n=500>>>df=pd.DataFrame({...'coord_x':np.random.uniform(-3,3,size=n),...'coord_y':np.random.uniform(30,50,size=n),...'observations':np.random.randint(1,5,size=n)...})>>>ax=df.plot.hexbin(x='coord_x',...y='coord_y',...C='observations',...reduce_C_function=np.sum,...gridsize=10,...cmap=""viridis"")"
Pandas,DataFrame,pandas.DataFrame.plot.hist,"pandas.DataFrame.plot.hist#DataFrame.plot.hist(by=None,bins=10,**kwargs)[source]#Draw one histogram of the DataFramefs columns.A histogram is a representation of the distribution of data.
This function groups the values of all given Series in the DataFrame
into bins and draws all bins in onematplotlib.axes.Axes.
This is useful when the DataFramefs Series are in a similar scale.Parameters:bystr or sequence, optionalColumn in the DataFrame to group by.Changed in version 1.4.0:Previously,byis silently ignore and makes no groupingsbinsint, default 10Number of histogram bins to be used.**kwargsAdditional keyword arguments are documented inDataFrame.plot().Returns:class:matplotlib.AxesSubplotReturn a histogram plot.See alsoDataFrame.histDraw histograms per DataFramefs Series.Series.histDraw a histogram with Seriesf data.ExamplesWhen we roll a die 6000 times, we expect to get each value around 1000
times. But when we roll two dice and sum the result, the distribution
is going to be quite different. A histogram illustrates those
distributions.>>>df=pd.DataFrame(...np.random.randint(1,7,6000),...columns=['one'])>>>df['two']=df['one']+np.random.randint(1,7,6000)>>>ax=df.plot.hist(bins=12,alpha=0.5)A grouped histogram can be generated by providing the parameterby(which
can be a column name, or a list of column names):>>>age_list=[8,10,12,14,72,74,76,78,20,25,30,35,60,85]>>>df=pd.DataFrame({""gender"":list(""MMMMMMMMFFFFFF""),""age"":age_list})>>>ax=df.plot.hist(column=[""age""],by=""gender"",figsize=(10,8))"
Pandas,DataFrame,pandas.DataFrame.plot.kde,"pandas.DataFrame.plot.kde#DataFrame.plot.kde(bw_method=None,ind=None,**kwargs)[source]#Generate Kernel Density Estimate plot using Gaussian kernels.In statistics,kernel density estimation(KDE) is a non-parametric
way to estimate the probability density function (PDF) of a random
variable. This function uses Gaussian kernels and includes automatic
bandwidth determination.Parameters:bw_methodstr, scalar or callable, optionalThe method used to calculate the estimator bandwidth. This can be
escottf, esilvermanf, a scalar constant or a callable.
If None (default), escottf is used.
Seescipy.stats.gaussian_kdefor more information.indNumPy array or int, optionalEvaluation points for the estimated PDF. If None (default),
1000 equally spaced points are used. Ifindis a NumPy array, the
KDE is evaluated at the points passed. Ifindis an integer,indnumber of equally spaced points are used.**kwargsAdditional keyword arguments are documented inDataFrame.plot().Returns:matplotlib.axes.Axes or numpy.ndarray of themSee alsoscipy.stats.gaussian_kdeRepresentation of a kernel-density estimate using Gaussian kernels. This is the function used internally to estimate the PDF.ExamplesGiven a Series of points randomly sampled from an unknown
distribution, estimate its PDF using KDE with automatic
bandwidth determination and plot the results, evaluating them at
1000 equally spaced points (default):>>>s=pd.Series([1,2,2.5,3,3.5,4,5])>>>ax=s.plot.kde()A scalar bandwidth can be specified. Using a small bandwidth value can
lead to over-fitting, while using a large bandwidth value may result
in under-fitting:>>>ax=s.plot.kde(bw_method=0.3)>>>ax=s.plot.kde(bw_method=3)Finally, theindparameter determines the evaluation points for the
plot of the estimated PDF:>>>ax=s.plot.kde(ind=[1,2,3,4,5])For DataFrame, it works in the same way:>>>df=pd.DataFrame({...'x':[1,2,2.5,3,3.5,4,5],...'y':[4,4,4.5,5,5.5,6,6],...})>>>ax=df.plot.kde()A scalar bandwidth can be specified. Using a small bandwidth value can
lead to over-fitting, while using a large bandwidth value may result
in under-fitting:>>>ax=df.plot.kde(bw_method=0.3)>>>ax=df.plot.kde(bw_method=3)Finally, theindparameter determines the evaluation points for the
plot of the estimated PDF:>>>ax=df.plot.kde(ind=[1,2,3,4,5,6])"
Pandas,DataFrame,pandas.DataFrame.plot.line,"pandas.DataFrame.plot.line#DataFrame.plot.line(x=None,y=None,**kwargs)[source]#Plot Series or DataFrame as lines.This function is useful to plot lines using DataFramefs values
as coordinates.Parameters:xlabel or position, optionalAllows plotting of one column versus another. If not specified,
the index of the DataFrame is used.ylabel or position, optionalAllows plotting of one column versus another. If not specified,
all numerical columns are used.colorstr, array-like, or dict, optionalThe color for each of the DataFramefs columns. Possible values are:A single color string referred to by name, RGB or RGBA code,for instance eredf or e#a98d19f.A sequence of color strings referred to by name, RGB or RGBAcode, which will be used for each column recursively. For
instance [egreenf,fyellowf] each columnfs line will be filled in
green or yellow, alternatively. If there is only a single column to
be plotted, then only the first color from the color list will be
used.A dict of the form {column namecolor}, so that each column will becolored accordingly. For example, if your columns are calledaandb, then passing {eaf: egreenf, ebf: eredf} will color lines for
columnain green and lines for columnbin red.**kwargsAdditional keyword arguments are documented inDataFrame.plot().Returns:matplotlib.axes.Axes or np.ndarray of themAn ndarray is returned with onematplotlib.axes.Axesper column whensubplots=True.See alsomatplotlib.pyplot.plotPlot y versus x as lines and/or markers.Examples>>>s=pd.Series([1,3,2])>>>s.plot.line()The following example shows the populations for some animals
over the years.>>>df=pd.DataFrame({...'pig':[20,18,489,675,1776],...'horse':[4,25,281,600,1900]...},index=[1990,1997,2003,2009,2014])>>>lines=df.plot.line()An example with subplots, so an array of axes is returned.>>>axes=df.plot.line(subplots=True)>>>type(axes)<class 'numpy.ndarray'>Letfs repeat the same example, but specifying colors for
each column (in this case, for each animal).>>>axes=df.plot.line(...subplots=True,color={""pig"":""pink"",""horse"":""#742802""}...)The following example shows the relationship between both
populations.>>>lines=df.plot.line(x='pig',y='horse')"
Pandas,DataFrame,pandas.DataFrame.plot.pie,"pandas.DataFrame.plot.pie#DataFrame.plot.pie(**kwargs)[source]#Generate a pie plot.A pie plot is a proportional representation of the numerical data in a
column. This function wrapsmatplotlib.pyplot.pie()for the
specified column. If no column reference is passed andsubplots=Truea pie plot is drawn for each numerical column
independently.Parameters:yint or label, optionalLabel or position of the column to plot.
If not provided,subplots=Trueargument must be passed.**kwargsKeyword arguments to pass on toDataFrame.plot().Returns:matplotlib.axes.Axes or np.ndarray of themA NumPy array is returned whensubplotsis True.See alsoSeries.plot.pieGenerate a pie plot for a Series.DataFrame.plotMake plots of a DataFrame.ExamplesIn the example below we have a DataFrame with the information about
planetfs mass and radius. We pass the emassf column to the
pie function to get a pie plot.>>>df=pd.DataFrame({'mass':[0.330,4.87,5.97],...'radius':[2439.7,6051.8,6378.1]},...index=['Mercury','Venus','Earth'])>>>plot=df.plot.pie(y='mass',figsize=(5,5))>>>plot=df.plot.pie(subplots=True,figsize=(11,6))"
Pandas,DataFrame,pandas.DataFrame.plot.scatter,"pandas.DataFrame.plot.scatter#DataFrame.plot.scatter(x,y,s=None,c=None,**kwargs)[source]#Create a scatter plot with varying marker point size and color.The coordinates of each point are defined by two dataframe columns and
filled circles are used to represent each point. This kind of plot is
useful to see complex correlations between two variables. Points could
be for instance natural 2D coordinates like longitude and latitude in
a map or, in general, any pair of metrics that can be plotted against
each other.Parameters:xint or strThe column name or column position to be used as horizontal
coordinates for each point.yint or strThe column name or column position to be used as vertical
coordinates for each point.sstr, scalar or array-like, optionalThe size of each point. Possible values are:A string with the name of the column to be used for markerfs size.A single scalar so all points have the same size.A sequence of scalars, which will be used for each pointfs size
recursively. For instance, when passing [2,14] all points size
will be either 2 or 14, alternatively.cstr, int or array-like, optionalThe color of each point. Possible values are:A single color string referred to by name, RGB or RGBA code,
for instance eredf or e#a98d19f.A sequence of color strings referred to by name, RGB or RGBA
code, which will be used for each pointfs color recursively. For
instance [egreenf,fyellowf] all points will be filled in green or
yellow, alternatively.A column name or position whose values will be used to color the
marker points according to a colormap.**kwargsKeyword arguments to pass on toDataFrame.plot().Returns:matplotlib.axes.Axesor numpy.ndarray of themSee alsomatplotlib.pyplot.scatterScatter plot using multiple input data formats.ExamplesLetfs see how to draw a scatter plot using coordinates from the values
in a DataFramefs columns.>>>df=pd.DataFrame([[5.1,3.5,0],[4.9,3.0,0],[7.0,3.2,1],...[6.4,3.2,1],[5.9,3.0,2]],...columns=['length','width','species'])>>>ax1=df.plot.scatter(x='length',...y='width',...c='DarkBlue')And now with the color determined by a column as well.>>>ax2=df.plot.scatter(x='length',...y='width',...c='species',...colormap='viridis')"
Pandas,DataFrame,pandas.DataFrame.boxplot,"pandas.DataFrame.boxplot#DataFrame.boxplot(column=None,by=None,ax=None,fontsize=None,rot=0,grid=True,figsize=None,layout=None,return_type=None,backend=None,**kwargs)[source]#Make a box plot from DataFrame columns.Make a box-and-whisker plot from DataFrame columns, optionally grouped
by some other columns. A box plot is a method for graphically depicting
groups of numerical data through their quartiles.
The box extends from the Q1 to Q3 quartile values of the data,
with a line at the median (Q2). The whiskers extend from the edges
of box to show the range of the data. By default, they extend no more than1.5 * IQR (IQR = Q3 - Q1)from the edges of the box, ending at the farthest
data point within that interval. Outliers are plotted as separate dots.For further details see
Wikipediafs entry forboxplot.Parameters:columnstr or list of str, optionalColumn name or list of names, or vector.
Can be any valid input topandas.DataFrame.groupby().bystr or array-like, optionalColumn in the DataFrame topandas.DataFrame.groupby().
One box-plot will be done per value of columns inby.axobject of class matplotlib.axes.Axes, optionalThe matplotlib axes to be used by boxplot.fontsizefloat or strTick label font size in points or as a string (e.g.,large).rotfloat, default 0The rotation angle of labels (in degrees)
with respect to the screen coordinate system.gridbool, default TrueSetting this to True will show the grid.figsizeA tuple (width, height) in inchesThe size of the figure to create in matplotlib.layouttuple (rows, columns), optionalFor example, (3, 5) will display the subplots
using 3 rows and 5 columns, starting from the top-left.return_type{eaxesf, edictf, ebothf} or None, default eaxesfThe kind of object to return. The default isaxes.eaxesf returns the matplotlib axes the boxplot is drawn on.edictf returns a dictionary whose values are the matplotlib
Lines of the boxplot.ebothf returns a namedtuple with the axes and dict.when grouping withby, a Series mapping columns toreturn_typeis returned.Ifreturn_typeisNone, a NumPy array
of axes with the same shape aslayoutis returned.backendstr, default NoneBackend to use instead of the backend specified in the optionplotting.backend. For instance, ematplotlibf. Alternatively, to
specify theplotting.backendfor the whole session, setpd.options.plotting.backend.**kwargsAll other plotting keyword arguments to be passed tomatplotlib.pyplot.boxplot().Returns:resultSee Notes.See alsopandas.Series.plot.histMake a histogram.matplotlib.pyplot.boxplotMatplotlib equivalent plot.NotesThe return type depends on thereturn_typeparameter:eaxesf : object of class matplotlib.axes.Axesedictf : dict of matplotlib.lines.Line2D objectsebothf : a namedtuple with structure (ax, lines)For data grouped withby, return a Series of the above or a numpy
array:Seriesarray(forreturn_type=None)Usereturn_type='dict'when you want to tweak the appearance
of the lines after plotting. In this case a dict containing the Lines
making up the boxes, caps, fliers, medians, and whiskers is returned.ExamplesBoxplots can be created for every column in the dataframe
bydf.boxplot()or indicating the columns to be used:>>>np.random.seed(1234)>>>df=pd.DataFrame(np.random.randn(10,4),...columns=['Col1','Col2','Col3','Col4'])>>>boxplot=df.boxplot(column=['Col1','Col2','Col3'])Boxplots of variables distributions grouped by the values of a third
variable can be created using the optionby. For instance:>>>df=pd.DataFrame(np.random.randn(10,2),...columns=['Col1','Col2'])>>>df['X']=pd.Series(['A','A','A','A','A',...'B','B','B','B','B'])>>>boxplot=df.boxplot(by='X')A list of strings (i.e.['X','Y']) can be passed to boxplot
in order to group the data by combination of the variables in the x-axis:>>>df=pd.DataFrame(np.random.randn(10,3),...columns=['Col1','Col2','Col3'])>>>df['X']=pd.Series(['A','A','A','A','A',...'B','B','B','B','B'])>>>df['Y']=pd.Series(['A','B','A','B','A',...'B','A','B','A','B'])>>>boxplot=df.boxplot(column=['Col1','Col2'],by=['X','Y'])The layout of boxplot can be adjusted giving a tuple tolayout:>>>boxplot=df.boxplot(column=['Col1','Col2'],by='X',...layout=(2,1))Additional formatting can be done to the boxplot, like suppressing the grid
(grid=False), rotating the labels in the x-axis (i.e.rot=45)
or changing the fontsize (i.e.fontsize=15):>>>boxplot=df.boxplot(grid=False,rot=45,fontsize=15)The parameterreturn_typecan be used to select the type of element
returned byboxplot. Whenreturn_type='axes'is selected,
the matplotlib axes on which the boxplot is drawn are returned:>>>boxplot=df.boxplot(column=['Col1','Col2'],return_type='axes')>>>type(boxplot)<class 'matplotlib.axes._axes.Axes'>When grouping withby, a Series mapping columns toreturn_typeis returned:>>>boxplot=df.boxplot(column=['Col1','Col2'],by='X',...return_type='axes')>>>type(boxplot)<class 'pandas.core.series.Series'>Ifreturn_typeisNone, a NumPy array of axes with the same shape
aslayoutis returned:>>>boxplot=df.boxplot(column=['Col1','Col2'],by='X',...return_type=None)>>>type(boxplot)<class 'numpy.ndarray'>"
Pandas,DataFrame,pandas.DataFrame.hist,"pandas.DataFrame.hist#DataFrame.hist(column=None,by=None,grid=True,xlabelsize=None,xrot=None,ylabelsize=None,yrot=None,ax=None,sharex=False,sharey=False,figsize=None,layout=None,bins=10,backend=None,legend=False,**kwargs)[source]#Make a histogram of the DataFramefs columns.Ahistogramis a representation of the distribution of data.
This function callsmatplotlib.pyplot.hist(), on each series in
the DataFrame, resulting in one histogram per column.Parameters:dataDataFrameThe pandas object holding the data.columnstr or sequence, optionalIf passed, will be used to limit data to a subset of columns.byobject, optionalIf passed, then used to form histograms for separate groups.gridbool, default TrueWhether to show axis grid lines.xlabelsizeint, default NoneIf specified changes the x-axis label size.xrotfloat, default NoneRotation of x axis labels. For example, a value of 90 displays the
x labels rotated 90 degrees clockwise.ylabelsizeint, default NoneIf specified changes the y-axis label size.yrotfloat, default NoneRotation of y axis labels. For example, a value of 90 displays the
y labels rotated 90 degrees clockwise.axMatplotlib axes object, default NoneThe axes to plot the histogram on.sharexbool, default True if ax is None else FalseIn case subplots=True, share x axis and set some x axis labels to
invisible; defaults to True if ax is None otherwise False if an ax
is passed in.
Note that passing in both an ax and sharex=True will alter all x axis
labels for all subplots in a figure.shareybool, default FalseIn case subplots=True, share y axis and set some y axis labels to
invisible.figsizetuple, optionalThe size in inches of the figure to create. Uses the value inmatplotlib.rcParamsby default.layouttuple, optionalTuple of (rows, columns) for the layout of the histograms.binsint or sequence, default 10Number of histogram bins to be used. If an integer is given, bins + 1
bin edges are calculated and returned. If bins is a sequence, gives
bin edges, including left edge of first bin and right edge of last
bin. In this case, bins is returned unmodified.backendstr, default NoneBackend to use instead of the backend specified in the optionplotting.backend. For instance, ematplotlibf. Alternatively, to
specify theplotting.backendfor the whole session, setpd.options.plotting.backend.legendbool, default FalseWhether to show the legend.**kwargsAll other plotting keyword arguments to be passed tomatplotlib.pyplot.hist().Returns:matplotlib.AxesSubplot or numpy.ndarray of themSee alsomatplotlib.pyplot.histPlot a histogram using matplotlib.ExamplesThis example draws a histogram based on the length and width of
some animals, displayed in three bins>>>df=pd.DataFrame({...'length':[1.5,0.5,1.2,0.9,3],...'width':[0.7,0.2,0.15,0.2,1.1]...},index=['pig','rabbit','duck','chicken','horse'])>>>hist=df.hist(bins=3)"
Pandas,DataFrame,pandas.DataFrame.sparse.density,"pandas.DataFrame.sparse.density#DataFrame.sparse.density[source]#Ratio of non-sparse points to total (dense) data points.Examples>>>df=pd.DataFrame({""A"":pd.arrays.SparseArray([0,1,0,1])})>>>df.sparse.density0.5"
Pandas,DataFrame,pandas.DataFrame.sparse.from_spmatrix,"pandas.DataFrame.sparse.from_spmatrix#classmethodDataFrame.sparse.from_spmatrix(data,index=None,columns=None)[source]#Create a new DataFrame from a scipy sparse matrix.Parameters:datascipy.sparse.spmatrixMust be convertible to csc format.index, columnsIndex, optionalRow and column labels to use for the resulting DataFrame.
Defaults to a RangeIndex.Returns:DataFrameEach column of the DataFrame is stored as aarrays.SparseArray.Examples>>>importscipy.sparse>>>mat=scipy.sparse.eye(3)>>>pd.DataFrame.sparse.from_spmatrix(mat)0    1    20  1.0  0.0  0.01  0.0  1.0  0.02  0.0  0.0  1.0"
Pandas,DataFrame,pandas.DataFrame.sparse.to_coo,"pandas.DataFrame.sparse.to_coo#DataFrame.sparse.to_coo()[source]#Return the contents of the frame as a sparse SciPy COO matrix.Returns:scipy.sparse.spmatrixIf the caller is heterogeneous and contains booleans or objects,
the result will be of dtype=object. See Notes.NotesThe dtype will be the lowest-common-denominator type (implicit
upcasting); that is to say if the dtypes (even of numeric types)
are mixed, the one that accommodates all will be chosen.e.g. If the dtypes are float16 and float32, dtype will be upcast to
float32. By numpy.find_common_type convention, mixing int64 and
and uint64 will result in a float64 dtype.Examples>>>df=pd.DataFrame({""A"":pd.arrays.SparseArray([0,1,0,1])})>>>df.sparse.to_coo()<4x1 sparse matrix of type '<class 'numpy.int64'>'with 2 stored elements in COOrdinate format>"
Pandas,DataFrame,pandas.DataFrame.sparse.to_dense,"pandas.DataFrame.sparse.to_dense#DataFrame.sparse.to_dense()[source]#Convert a DataFrame with sparse values to dense.Returns:DataFrameA DataFrame with the same values stored as dense arrays.Examples>>>df=pd.DataFrame({""A"":pd.arrays.SparseArray([0,1,0])})>>>df.sparse.to_dense()A0  01  12  0"
Pandas,DataFrame,pandas.DataFrame.from_dict,"pandas.DataFrame.from_dict#classmethodDataFrame.from_dict(data,orient='columns',dtype=None,columns=None)[source]#Construct DataFrame from dict of array-like or dicts.Creates DataFrame object from dictionary by columns or by index
allowing dtype specification.Parameters:datadictOf the form {field : array-like} or {field : dict}.orient{ecolumnsf, eindexf, etightf}, default ecolumnsfThe gorientationh of the data. If the keys of the passed dict
should be the columns of the resulting DataFrame, pass ecolumnsf
(default). Otherwise if the keys should be rows, pass eindexf.
If etightf, assume a dict with keys [eindexf, ecolumnsf, edataf,
eindex_namesf, ecolumn_namesf].New in version 1.4.0:etightf as an allowed value for theorientargumentdtypedtype, default NoneData type to force after DataFrame construction, otherwise infer.columnslist, default NoneColumn labels to use whenorient='index'. Raises a ValueError
if used withorient='columns'ororient='tight'.Returns:DataFrameSee alsoDataFrame.from_recordsDataFrame from structured ndarray, sequence of tuples or dicts, or DataFrame.DataFrameDataFrame object creation using constructor.DataFrame.to_dictConvert the DataFrame to a dictionary.ExamplesBy default the keys of the dict become the DataFrame columns:>>>data={'col_1':[3,2,1,0],'col_2':['a','b','c','d']}>>>pd.DataFrame.from_dict(data)col_1 col_20      3     a1      2     b2      1     c3      0     dSpecifyorient='index'to create the DataFrame using dictionary
keys as rows:>>>data={'row_1':[3,2,1,0],'row_2':['a','b','c','d']}>>>pd.DataFrame.from_dict(data,orient='index')0  1  2  3row_1  3  2  1  0row_2  a  b  c  dWhen using the eindexf orientation, the column names can be
specified manually:>>>pd.DataFrame.from_dict(data,orient='index',...columns=['A','B','C','D'])A  B  C  Drow_1  3  2  1  0row_2  a  b  c  dSpecifyorient='tight'to create the DataFrame using a etightf
format:>>>data={'index':[('a','b'),('a','c')],...'columns':[('x',1),('y',2)],...'data':[[1,3],[2,4]],...'index_names':['n1','n2'],...'column_names':['z1','z2']}>>>pd.DataFrame.from_dict(data,orient='tight')z1     x  yz2     1  2n1 n2a  b   1  3c   2  4"
